"","ID","CHR","MAPINFO","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Relation_to_UCSC_CpG_Island"
"cg16389465","cg16389465","16",426713,"TMEM8A","NM_021259","Body","N_Shore"
"cg26732618","cg26732618","16",426799,"TMEM8A","NM_021259","Body","N_Shore"
"cg07435269","cg07435269","16",427561,"TMEM8A","NM_021259","Body","Island"
"cg02999476","cg02999476","16",427684,"TMEM8A","NM_021259","Body","Island"
"cg01754848","cg01754848","16",427756,"TMEM8A","NM_021259","Body","Island"
"cg04669470","cg04669470","16",428475,"TMEM8A","NM_021259","Body","S_Shore"
"cg02609775","cg02609775","16",430019,"TMEM8A","NM_021259","Body","N_Shore"
"cg09455322","cg09455322","16",431255,"TMEM8A;LOC100134368","NM_021259;NR_024453","Body;TSS1500","Island"
"cg01940867","cg01940867","16",431543,"TMEM8A;LOC100134368","NM_021259;NR_024453","Body;TSS1500","Island"
"cg20943255","cg20943255","16",432545,"TMEM8A;LOC100134368","NM_021259;NR_024453","TSS1500;Body","Island"
"cg01209599","cg01209599","16",432973,"TMEM8A;LOC100134368","NM_021259;NR_024453","TSS1500;Body","S_Shore"
"cg16579431","cg16579431","16",433439,"TMEM8A;LOC100134368","NM_021259;NR_024453","TSS1500;Body","S_Shore"
"cg00764796","cg00764796","16",433504,"LOC100134368","NR_024453","Body","S_Shore"
"cg02413874","cg02413874","16",433641,"LOC100134368","NR_024453","Body","S_Shore"
"cg03411082","cg03411082","16",433715,"LOC100134368","NR_024453","Body","S_Shore"
"cg07492924","cg07492924","16",433825,"LOC100134368","NR_024453","Body","S_Shore"
"cg06219695","cg06219695","16",434256,"LOC100134368","NR_024453","Body","S_Shore"
"cg00354542","cg00354542","16",434356,"LOC100134368","NR_024453","Body","S_Shore"
"cg03694875","cg03694875","16",435915,"LOC100134368","NR_024453","Body","S_Shelf"
"cg04967610","cg04967610","16",437016,"LOC100134368","NR_024453","Body",""
"cg09456516","cg09456516","16",437148,"LOC100134368","NR_024453","Body",""
"cg16570980","cg16570980","16",438561,"LOC100134368","NR_024453","Body",""
"cg06829266","cg06829266","16",446668,"NME4","NM_005009","TSS1500","N_Shore"
"cg00221969","cg00221969","16",447463,"NME4","NM_005009","Body","Island"
"cg08183303","cg08183303","16",447934,"NME4","NM_005009","Body","S_Shore"
"cg27315249","cg27315249","16",450562,"DECR2;NME4","NM_020664;NM_005009","TSS1500;3'UTR","N_Shore"
"cg00481259","cg00481259","16",450837,"DECR2","NM_020664","TSS1500","Island"
"cg06180606","cg06180606","16",450904,"DECR2","NM_020664","TSS1500","Island"
"cg02963119","cg02963119","16",450970,"DECR2","NM_020664","TSS1500","Island"
"cg07973095","cg07973095","16",451040,"DECR2","NM_020664","TSS1500","Island"
"cg02642370","cg02642370","16",451495,"DECR2","NM_020664","TSS1500","Island"
"cg27453301","cg27453301","16",451575,"DECR2","NM_020664","TSS1500","Island"
"cg01546397","cg01546397","16",451643,"DECR2","NM_020664","TSS1500","Island"
"cg25672287","cg25672287","16",452092,"DECR2","NM_020664","Body","Island"
"cg03576748","cg03576748","16",452547,"DECR2","NM_020664","Body","S_Shore"
"cg07205857","cg07205857","16",455057,"DECR2","NM_020664","Body","S_Shelf"
"cg10509880","cg10509880","16",457382,"DECR2","NM_020664","Body","N_Shelf"
"cg05553342","cg05553342","16",457820,"DECR2","NM_020664","Body","N_Shelf"
"cg16492043","cg16492043","16",458234,"DECR2","NM_020664","Body","N_Shelf"
"cg26946311","cg26946311","16",459792,"DECR2","NM_020664","Body","N_Shore"
"cg04180723","cg04180723","16",459965,"DECR2","NM_020664","Body","N_Shore"
"cg10152030","cg10152030","16",460049,"DECR2","NM_020664","Body","N_Shore"
"cg03953980","cg03953980","16",460365,"DECR2","NM_020664","Body","Island"
"cg27665823","cg27665823","16",460516,"DECR2","NM_020664","Body","Island"
"cg07969308","cg07969308","16",460746,"DECR2","NM_020664","Body","Island"
"cg03640864","cg03640864","16",461701,"DECR2","NM_020664","3'UTR","S_Shore"
"cg09869015","cg09869015","16",461785,"DECR2","NM_020664","3'UTR","S_Shore"
"cg06779421","cg06779421","16",464516,"","","","S_Shelf"
"cg27238903","cg27238903","16",471071,"","","","N_Shelf"
"cg09555736","cg09555736","16",474271,"RAB11FIP3","NM_014700","TSS1500","N_Shore"
"cg02102075","cg02102075","16",474430,"RAB11FIP3","NM_014700","TSS1500","N_Shore"
"cg06502279","cg06502279","16",474467,"RAB11FIP3","NM_014700","TSS1500","N_Shore"
"cg03363565","cg03363565","16",474528,"RAB11FIP3","NM_014700","TSS1500","N_Shore"
"cg05259946","cg05259946","16",474937,"RAB11FIP3","NM_014700","TSS1500","Island"
"cg01165297","cg01165297","16",475440,"RAB11FIP3","NM_014700","TSS1500","Island"
"cg17524151","cg17524151","16",475494,"RAB11FIP3","NM_014700","TSS200","Island"
"cg27585405","cg27585405","16",475496,"RAB11FIP3","NM_014700","TSS200","Island"
"cg16697493","cg16697493","16",476419,"RAB11FIP3","NM_014700","1stExon","Island"
"cg02614658","cg02614658","16",476729,"RAB11FIP3","NM_014700","Body","Island"
"cg26780138","cg26780138","16",477087,"RAB11FIP3","NM_014700","Body","S_Shore"
"cg10357909","cg10357909","16",479994,"RAB11FIP3","NM_014700","Body","S_Shelf"
"cg03538565","cg03538565","16",492969,"RAB11FIP3","NM_014700","Body",""
"cg02296627","cg02296627","16",508045,"RAB11FIP3","NM_014700","Body",""
"cg02859026","cg02859026","16",511188,"RAB11FIP3","NM_014700","Body",""
"cg08385995","cg08385995","16",513010,"RAB11FIP3","NM_014700","Body",""
"cg00806214","cg00806214","16",521912,"RAB11FIP3","NM_014700","Body",""
"cg09962377","cg09962377","16",522007,"RAB11FIP3","NM_014700","Body",""
"cg05692420","cg05692420","16",523818,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;TSS1500",""
"cg04343789","cg04343789","16",523849,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;TSS1500",""
"cg04273867","cg04273867","16",524300,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;TSS1500",""
"cg08830105","cg08830105","16",524414,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;TSS1500",""
"cg09408143","cg09408143","16",524778,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;TSS200",""
"cg07740599","cg07740599","16",524857,"RAB11FIP3;RAB11FIP3;RAB11FIP3","NM_001142272;NM_014700;NM_001142272","1stExon;Body;5'UTR",""
"cg27182529","cg27182529","16",528479,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","N_Shelf"
"cg05947422","cg05947422","16",532347,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","N_Shore"
"cg20610177","cg20610177","16",532468,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg16352485","cg16352485","16",532497,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg03382841","cg03382841","16",532538,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg01005536","cg01005536","16",532596,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg26736850","cg26736850","16",532656,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg08591538","cg08591538","16",533228,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","S_Shore"
"cg05347755","cg05347755","16",534908,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","S_Shelf"
"cg26543243","cg26543243","16",537543,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg06259664","cg06259664","16",537672,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg27494100","cg27494100","16",537705,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg00851125","cg00851125","16",539845,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg10347859","cg10347859","16",539904,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg26524037","cg26524037","16",540031,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg27207597","cg27207597","16",540226,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg00676925","cg00676925","16",540266,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg16776421","cg16776421","16",541243,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg27581871","cg27581871","16",542535,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg02210314","cg02210314","16",542600,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg08110692","cg08110692","16",552240,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg00651016","cg00651016","16",552754,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg07768268","cg07768268","16",556039,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","N_Shelf"
"cg04998536","cg04998536","16",556350,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","N_Shelf"
"cg09734162","cg09734162","16",557929,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","N_Shelf"
"cg06059043","cg06059043","16",559311,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","N_Shore"
"cg03403440","cg03403440","16",560062,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg07603951","cg07603951","16",560111,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg00087568","cg00087568","16",560280,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg08936549","cg08936549","16",560666,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","N_Shore"
"cg08201238","cg08201238","16",560855,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","N_Shore"
"cg01721454","cg01721454","16",561403,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","N_Shore"
"cg21576151","cg21576151","16",561444,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg27665715","cg27665715","16",562977,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","S_Shore"
"cg03496912","cg03496912","16",564810,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","N_Shore"
"cg27444899","cg27444899","16",565493,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg05375100","cg05375100","16",565623,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg16810522","cg16810522","16",565780,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","Island"
"cg08917356","cg08917356","16",566043,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","S_Shore"
"cg03644750","cg03644750","16",567078,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","S_Shore"
"cg10011963","cg10011963","16",567178,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","S_Shore"
"cg08279362","cg08279362","16",569167,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body","S_Shelf"
"cg00447582","cg00447582","16",569849,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg00151732","cg00151732","16",570188,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg04094067","cg04094067","16",570658,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg07186557","cg07186557","16",570765,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg04131949","cg04131949","16",570794,"RAB11FIP3;RAB11FIP3","NM_014700;NM_001142272","Body;Body",""
"cg10053879","cg10053879","16",571091,"RAB11FIP3;RAB11FIP3","NM_001142272;NM_014700","3'UTR;3'UTR",""
"cg09901902","cg09901902","16",571953,"RAB11FIP3;RAB11FIP3","NM_001142272;NM_014700","3'UTR;3'UTR",""
"cg04168554","cg04168554","16",572062,"RAB11FIP3;RAB11FIP3","NM_001142272;NM_014700","3'UTR;3'UTR",""
"cg02960904","cg02960904","16",574701,"","","","N_Shelf"
"cg02143778","cg02143778","16",575420,"","","","N_Shore"
"cg13310628","cg13310628","16",576870,"SOLH;C16orf10","NM_005632;NR_024121","TSS1500;Body","Island"
"cg01174447","cg01174447","16",577030,"SOLH;C16orf10","NM_005632;NR_024121","TSS1500;Body","Island"
"cg26928467","cg26928467","16",577442,"SOLH;C16orf10","NM_005632;NR_024121","TSS1500;TSS200","Island"
"cg02360300","cg02360300","16",577976,"SOLH;SOLH;C16orf10","NM_005632;NM_005632;NR_024121","1stExon;5'UTR;TSS1500","S_Shore"
"cg07133445","cg07133445","16",578352,"SOLH;C16orf10","NM_005632;NR_024121","5'UTR;TSS1500","S_Shore"
"cg27191184","cg27191184","16",580239,"SOLH","NM_005632","5'UTR","S_Shelf"
"cg08893269","cg08893269","16",580966,"SOLH","NM_005632","5'UTR","S_Shelf"
"cg05772850","cg05772850","16",583676,"SOLH","NM_005632","5'UTR","N_Shelf"
"cg05679440","cg05679440","16",583961,"SOLH","NM_005632","5'UTR","N_Shelf"
"cg26441910","cg26441910","16",584220,"SOLH","NM_005632","5'UTR","N_Shelf"
"cg09190795","cg09190795","16",585171,"SOLH","NM_005632","5'UTR","N_Shelf"
"cg03619332","cg03619332","16",585859,"SOLH","NM_005632","5'UTR","N_Shore"
"cg08807995","cg08807995","16",586923,"SOLH","NM_005632","5'UTR","N_Shore"
"cg07131540","cg07131540","16",587568,"SOLH","NM_005632","5'UTR","Island"
"cg06934023","cg06934023","16",587828,"SOLH","NM_005632","5'UTR","Island"
"cg02264733","cg02264733","16",588086,"SOLH","NM_005632","5'UTR","Island"
"cg16764167","cg16764167","16",588352,"SOLH","NM_005632","5'UTR","N_Shore"
"cg05598120","cg05598120","16",588482,"SOLH","NM_005632","5'UTR","N_Shore"
"cg03218198","cg03218198","16",588562,"SOLH","NM_005632","5'UTR","N_Shore"
"cg08707123","cg08707123","16",589874,"SOLH","NM_005632","5'UTR","N_Shore"
"cg27558820","cg27558820","16",590094,"SOLH","NM_005632","5'UTR","Island"
"cg10377644","cg10377644","16",590582,"SOLH","NM_005632","5'UTR","N_Shore"
"cg03409338","cg03409338","16",591353,"SOLH","NM_005632","5'UTR","Island"
"cg04430996","cg04430996","16",591437,"SOLH","NM_005632","5'UTR","Island"
"cg06053417","cg06053417","16",591589,"SOLH","NM_005632","5'UTR","Island"
"cg06551464","cg06551464","16",592317,"SOLH","NM_005632","5'UTR","N_Shore"
"cg04895205","cg04895205","16",592365,"SOLH","NM_005632","5'UTR","N_Shore"
"cg08474467","cg08474467","16",593365,"SOLH","NM_005632","5'UTR","Island"
"cg02723964","cg02723964","16",593476,"SOLH","NM_005632","5'UTR","Island"
"cg08928871","cg08928871","16",594329,"SOLH","NM_005632","5'UTR","N_Shore"
"cg08442550","cg08442550","16",595486,"SOLH","NM_005632","5'UTR","N_Shore"
"cg03849755","cg03849755","16",595548,"SOLH","NM_005632","5'UTR","N_Shore"
"cg03140557","cg03140557","16",595690,"SOLH","NM_005632","5'UTR","N_Shore"
"cg09077332","cg09077332","16",595794,"SOLH","NM_005632","5'UTR","N_Shore"
"cg13113599","cg13113599","16",595848,"SOLH","NM_005632","5'UTR","Island"
"cg02278319","cg02278319","16",596009,"SOLH","NM_005632","5'UTR","Island"
"cg26582098","cg26582098","16",596185,"SOLH","NM_005632","5'UTR","Island"
"cg09763373","cg09763373","16",596899,"SOLH","NM_005632","Body","S_Shore"
"cg04076387","cg04076387","16",597434,"SOLH","NM_005632","Body","S_Shore"
"cg01339929","cg01339929","16",598113,"SOLH","NM_005632","Body","S_Shore"
"cg01710580","cg01710580","16",598674,"SOLH","NM_005632","Body","S_Shelf"
"cg03355147","cg03355147","16",598833,"SOLH","NM_005632","Body","S_Shelf"
"cg00948274","cg00948274","16",599580,"SOLH","NM_005632","Body","S_Shelf"
"cg00111532","cg00111532","16",600998,"SOLH","NM_005632","Body","N_Shelf"
"cg05477246","cg05477246","16",601244,"SOLH","NM_005632","Body","N_Shelf"
"cg26722972","cg26722972","16",601869,"SOLH","NM_005632","Body","N_Shelf"
"cg10438977","cg10438977","16",602135,"SOLH","NM_005632","Body","N_Shelf"
"cg05738470","cg05738470","16",603743,"SOLH","NM_005632","3'UTR","N_Shore"
"cg03216729","cg03216729","16",603845,"SOLH","NM_005632","3'UTR","N_Shore"
"cg02110527","cg02110527","16",603934,"SOLH","NM_005632","3'UTR","N_Shore"
"cg03352893","cg03352893","16",604188,"SOLH","NM_005632","3'UTR","N_Shore"
"cg26648579","cg26648579","16",604802,"","","","Island"
"cg09181861","cg09181861","16",604935,"","","","Island"
"cg12567545","cg12567545","16",604948,"","","","Island"
"cg10396171","cg10396171","16",605214,"","","","Island"
"cg18634560","cg18634560","16",605347,"","","","Island"
"cg08681497","cg08681497","16",605725,"","","","S_Shore"
"cg03627678","cg03627678","16",607455,"","","","N_Shelf"
"cg09512406","cg09512406","16",609103,"C16orf11","NM_145270","TSS1500","N_Shore"
"cg09303678","cg09303678","16",609353,"C16orf11","NM_145270","TSS1500","N_Shore"
"cg08133584","cg08133584","16",609679,"C16orf11","NM_145270","TSS1500","N_Shore"
"cg19149524","cg19149524","16",609956,"C16orf11","NM_145270","TSS1500","Island"
"cg03395191","cg03395191","16",609989,"C16orf11","NM_145270","TSS1500","Island"
"cg23008708","cg23008708","16",610499,"C16orf11;C16orf11","NM_145270;NM_145270","1stExon;5'UTR","Island"
"cg08950915","cg08950915","16",610895,"C16orf11","NM_145270","5'UTR","Island"
"cg24160381","cg24160381","16",611177,"C16orf11","NM_145270","5'UTR","Island"
"cg07576033","cg07576033","16",611384,"C16orf11","NM_145270","5'UTR","S_Shore"
"cg05325887","cg05325887","16",611985,"C16orf11","NM_145270","5'UTR","S_Shore"
"cg01994216","cg01994216","16",612306,"C16orf11","NM_145270","5'UTR","S_Shore"
"cg27558697","cg27558697","16",613006,"C16orf11","NM_145270","5'UTR","N_Shore"
"cg08864283","cg08864283","16",613142,"C16orf11","NM_145270","5'UTR","N_Shore"
"cg09476347","cg09476347","16",613343,"C16orf11","NM_145270","Body","N_Shore"
"cg16452248","cg16452248","16",613526,"C16orf11","NM_145270","Body","N_Shore"
"cg01435178","cg01435178","16",613632,"C16orf11","NM_145270","Body","N_Shore"
"cg06951750","cg06951750","16",614645,"C16orf11","NM_145270","Body","N_Shore"
"cg27409401","cg27409401","16",614852,"C16orf11","NM_145270","Body","Island"
"cg05389958","cg05389958","16",614986,"C16orf11","NM_145270","Body","Island"
"cg00131705","cg00131705","16",615073,"C16orf11","NM_145270","Body","Island"
"cg04562611","cg04562611","16",615315,"C16orf11","NM_145270","3'UTR","N_Shore"
"cg10096052","cg10096052","16",615709,"NHLRC4","NM_176677","TSS1500","Island"
"cg08989290","cg08989290","16",615782,"NHLRC4","NM_176677","TSS1500","Island"
"cg22250781","cg22250781","16",615887,"NHLRC4","NM_176677","TSS1500","Island"
"cg04497992","cg04497992","16",616212,"NHLRC4","NM_176677","TSS1500","S_Shore"
"cg02475695","cg02475695","16",616220,"NHLRC4","NM_176677","TSS1500","S_Shore"
"cg06297391","cg06297391","16",616827,"NHLRC4","NM_176677","TSS1500","S_Shore"
"cg27063372","cg27063372","16",616857,"NHLRC4","NM_176677","TSS200","S_Shore"
"cg01721754","cg01721754","16",616935,"NHLRC4","NM_176677","TSS200","S_Shore"
"cg03815552","cg03815552","16",617420,"NHLRC4","NM_176677","5'UTR","S_Shore"
"cg02129266","cg02129266","16",618202,"NHLRC4","NM_176677","Body","N_Shore"
"cg04064054","cg04064054","16",619455,"PIGQ;NHLRC4;PIGQ","NM_004204;NM_176677;NM_148920","TSS1500;3'UTR;TSS1500","N_Shore"
"cg07953400","cg07953400","16",619759,"PIGQ;PIGQ","NM_004204;NM_148920","TSS1500;TSS1500","N_Shore"
"cg07024017","cg07024017","16",619806,"PIGQ;PIGQ","NM_004204;NM_148920","TSS200;TSS200","Island"
"cg19977912","cg19977912","16",619814,"PIGQ;PIGQ","NM_004204;NM_148920","TSS200;TSS200","Island"
"cg07666195","cg07666195","16",619825,"PIGQ;PIGQ","NM_004204;NM_148920","TSS200;TSS200","Island"
"cg08745556","cg08745556","16",619874,"PIGQ;PIGQ","NM_004204;NM_148920","TSS200;TSS200","Island"
"cg01179631","cg01179631","16",620007,"PIGQ;PIGQ;PIGQ;PIGQ","NM_004204;NM_148920;NM_004204;NM_148920","1stExon;5'UTR;5'UTR;1stExon","Island"
"cg00102808","cg00102808","16",620304,"PIGQ;PIGQ","NM_148920;NM_004204","5'UTR;5'UTR","S_Shore"
"cg24014020","cg24014020","16",620796,"PIGQ;PIGQ","NM_148920;NM_004204","5'UTR;5'UTR","S_Shore"
"cg07256732","cg07256732","16",621771,"PIGQ;PIGQ","NM_148920;NM_004204","5'UTR;5'UTR","S_Shore"
"cg08805041","cg08805041","16",621841,"PIGQ;PIGQ","NM_148920;NM_004204","5'UTR;5'UTR","S_Shore"
"cg08613153","cg08613153","16",622765,"PIGQ;PIGQ","NM_148920;NM_004204","5'UTR;5'UTR","S_Shelf"
"cg07343612","cg07343612","16",622815,"PIGQ;PIGQ","NM_148920;NM_004204","5'UTR;5'UTR","S_Shelf"
"cg07163531","cg07163531","16",622992,"PIGQ;PIGQ","NM_148920;NM_004204","5'UTR;5'UTR","S_Shelf"
"cg00058799","cg00058799","16",624005,"PIGQ;PIGQ","NM_148920;NM_004204","5'UTR;5'UTR","S_Shelf"
"cg08150755","cg08150755","16",624161,"PIGQ;PIGQ","NM_148920;NM_004204","Body;Body","S_Shelf"
"cg07053964","cg07053964","16",624366,"PIGQ;PIGQ","NM_148920;NM_004204","Body;Body",""
"cg07344990","cg07344990","16",625906,"PIGQ;PIGQ","NM_148920;NM_004204","Body;Body","N_Shelf"
"cg03759094","cg03759094","16",626167,"PIGQ;PIGQ","NM_148920;NM_004204","Body;Body","N_Shelf"
"cg02085612","cg02085612","16",629464,"PIGQ;PIGQ","NM_148920;NM_004204","Body;Body","Island"
"cg05349077","cg05349077","16",630159,"PIGQ;PIGQ","NM_148920;NM_004204","Body;Body","S_Shore"
"cg09263875","cg09263875","16",632152,"PIGQ;PIGQ","NM_148920;NM_004204","Body;Body","N_Shore"
